Dish_Name,Diet_Type,Ingredients_Text
chettinad kozhi rasam recipe - chettinad chicken rasam,High Protein Non Vegetarian,"250 grams Chicken - with or without bones,6 Shallots,1 Tomato - fully ripe,2 teaspoons Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),Salt - as needed,1 teaspoon Whole Black Peppercorns,1 teaspoon Cumin seeds (Jeera),1 teaspoon Fennel seeds (Saunf),1-1/2 teaspoon Coriander Powder (Dhania),2 Dry Red Chillies,2 Shallots,5 cloves Garlic"
bengali doi maach recipe (fish in yogurt curry),Non Vegeterian,"400 grams Rohu fish - sliced,1 Onion - sliced,6 cloves Garlic,1/2 inch Ginger,1 inch Cinnamon Stick (Dalchini),2 Cardamom (Elaichi) Pods/Seeds,5 Cloves (Laung),1 teaspoon Cumin seeds (Jeera),1 tablespoons Kashmiri Red Chilli Powder,1 teaspoon Turmeric powder (Haldi),2 tablespoons Raisins,1 cups Curd (Dahi / Yogurt),1/2 teaspoon Sugar,3 tablespoons Mustard oil,2 Green Chillies - sliced,Salt - to taste"
how to make homemade flat noodles with egg recipe,Eggetarian,"1 cup All Purpose Flour (Maida),1/2 cup Wheat Berries/ Whole Wheat,1 Whole Egg,1/2 cup Milk,1/4 cup Butter - melted,1 tablespoon Salt"
veg shawarma recipe,Vegetarian,"1 cup Kabuli Chana (White Chickpeas) - soaked for 8 hours,60 grams Instant Oats (Oatmeal),1 tablespoon All Purpose Flour (Maida),2 cloves Garlic - chopped,4 sprig Parsley leaves - chopped (you can also use coriander),1 teaspoon Cumin powder (Jeera) - roasted,Salt - to taste,Black pepper powder - to taste,Sunflower Oil - as required,2 cup Whole Wheat Flour,1 tablespoon Active dry yeast,1/2 cup Milk,1 tablespoon Sugar,Salt - to taste,1 Cucumber - cut into julienne,1 Carrot (Gajjar) - cut into julienne,1 Tomato - pulp removed and julienned,1/4 cup Chilli vinegar,1 teaspoon Salt,1 teaspoon Sugar,1 cup Homemade Hummus,1 cup Tzatziki,1 Onion - chopped"
parsi style chaas payelo sakarkand recipe,Vegetarian,"2 Sweet Potatoes,Salt - to taste,1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1 tablespoon Sunflower Oil,Coriander (Dhania) Leaves - chopped"
quick & easy apple cake recipe,Vegetarian,"1-1/2 cups Rice flour - or all purpose flour,1 teaspoon Cinnamon Powder (Dalchini),2 teaspoons Baking powder,1/2 cup Caster Sugar,2 Whole Eggs - or Flaxmeal Egg Replacer,1/2 cup Sunflower Oil,1/2 cup Fresh cream,1/2 cup Buttermilk,1 teaspoon Vanilla Extract,2 teaspoons Rum - or brandy,3 Apples - peeled and sliced or diced"
kumbalakai majjige huli recipe- ash gourd buttermilk curry,Vegetarian,"250 grams Vellai Poosanikai (Ash gourd/White Pumpkin) - seeds and skin removed,1 tablespoon Chana dal (Bengal Gram Dal),1 cup Fresh coconut - grated,3 Green Chillies,1 inch Ginger,Salt - to taste,1 cup Curd (Dahi / Yogurt) - churned with 1 cup of water,2 teaspoons Coconut Oil,1/2 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1/4 teaspoon Asafoetida (hing),4-5 Curry leaves,4-5 Curry leaves"
curried carrot celery soup recipe,Vegetarian,"3 Carrot (Gajjar) - chopped,4 Stalks Celery - chopped,1 Onion - finely chopped,2 cloves Garlic - finely chopped,1 teaspoon Cumin seeds (Jeera),1 Bay leaf (tej patta),2 Cinnamon stick,2 Cloves (Laung),1 teaspoon Black pepper corns - coarsely crushed,1/2 teaspoon Garam masala powder,Salt - to taste,1 teaspoon Extra Virgin Olive Oil,1 tablespoon Coriander (Dhania) Leaves - chopped,1 teaspoon Sunflower seeds - for garnish"
date obattu recipe (date puran poli),Vegetarian,"250 grams Dates - (seedless),20 to 25 Badam (Almond),2 Cardamom (Elaichi) Pods/Seeds,1-1/2 cups Dessicated Coconut - grated,1/4 cup Jaggery - optional,250 grams Sooji (Semolina/ Rava) - (fine variety),2 tablespoons All Purpose Flour (Maida),Salt - a pinch,Sunflower Oil - as needed,Ghee - as needed"
baked vegetable seekh kebab recipe,Vegetarian,"6-8 Green beans (French Beans) - finely sliced,1 Carrot (Gajjar) - finely chopped,1/4 cup Cabbage (Patta Gobi/ Muttaikose) - finely chopped,1/4 cup Green peas (Matar),2 Potatoes (Aloo) - boiled,1 teaspoon Sunflower Oil,1/2 tablespoon Cumin seeds (Jeera),1-1/2 inch Ginger - finely chopped,3 Green Chillies - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1-1/2 tablespoon Gram flour (besan),2 tablespoons Cashew nuts - powdered,3 tablespoon Whole Wheat Bread crumbs,Salt - to taste,1/2 tablespoon Whole Black Peppercorns - crushed,1/4 tablespoon Cardamom (Elaichi) Pods/Seeds - powdered,Lemon wedges - for garnish,Onion - chopped for garnish"
kiwi sondesh recipe,Vegetarian,"1 liter Milk,2 Kiwi,50 grams Caster Sugar,2 tablespoons Lemon juice,1 tablespoon Cardamom Powder (Elaichi),Mixed nuts - chopped"
eggless cinnamon flavoured apple & plum cake recipe,Vegetarian,"2 cups All Purpose Flour (Maida),1 teaspoon Baking powder,1/2 teaspoon Baking soda,1 pinch Salt,1 cup Caster Sugar,1 cup Butter (unsalted) - melted,3/4 teaspoon Cinnamon Powder (Dalchini),2 tablespoons Milk - (adjust),1/2 teaspoon Lemon zest,1 teaspoon Vanilla Extract,6 tablespoons Hung Curd (Greek Yogurt) - whisked,4 Plum - pitted and sliced,1 Apple - sliced to crescent shaped slices"
twin in one bread loaf recipe,Vegetarian,"1-1/4 teaspoon Active dry yeast,1 cup Lukewarm Water - (divided),1 tablespoon Sugar,1 tablespoon Salt - (or to taste),1 tablespoon Butter (unsalted) - more for greasing,2 cups Vivatta Maida,1-1/4 teaspoons Active dry yeast,1 cup Lukewarm Water - (divided),1 tablespoon Sugar,1 tablespoon Salt - (or to taste),1 tablespoon Butter (unsalted) - more for greasing,2 cups Whole Wheat Flour"
anhui style 5 spice corn croquettes recipe,Vegetarian,"1 cup Tofu - grated,1/2 cup Sweet corn,2 sprig Spring Onion Greens - sliced,1 teaspoon Green Chilli Sauce,1 inch Ginger - finely shredded,2 Cloves (Laung) - finely chopped,3 teaspoons Chinese 5 Spice Powder,2 tablespoons Corn flour,Salt - to taste,Whole Wheat Bread crumbs - for coating,Sunflower Oil - to pan fry the croquettes"
sweet potato gnocchi recipe with garlic and herb butter,Vegetarian,"6 Sweet Potatoes - boiled,3 Potatoes (Aloo) - boiled,2 Whole Eggs,3 cups Whole Wheat Flour,1/2 teaspoon Salt,100 gram Butter - softened,2 - 3 sprig Sage - finely chopped,1/8 teaspoon Nutmeg - grated,Salt and Pepper - to taste,4 tablespoon Salted butter - softened,3 cloves Garlic - finely chopped,1 tablespoon Brown Sugar (Demerara Sugar),1/8 teaspoon Cinnamon Powder (Dalchini),1 teaspoon Dried oregano,2 - 3 sprig Chives - finely chopped,Salt - to taste,Lemon juice - of one lemon"
थक्काली रसम रेसिपी - thakkali rasam recipe,Vegetarian,"25 ग्राम अरहर दाल,1 छोटा चम्मच हल्दी पाउडर,1/2 कप इमली का पानी,5 टमाटर - काट ले,2 लॉन्ग लहसुन,1/2 छोटा चम्मच जीरा पाउडर - सेक ले,1/2 छोटा चम्मच धनिया पाउडर - सेक ले,1/2 छोटा चम्मच काली मिर्च पाउडर,1/4 छोटा चम्मच लाल मिर्च पाउडर,नमक - स्वाद अनुसार,4 कढ़ी पत्ता,1/4 छोटा चम्मच राइ,1/4 छोटा चम्मच जीरा,1 बड़ा चम्मच घी,1/4 छोटा चम्मच हींग,2 टहनी हरा धनिया - बारीक काट ले"
खट्टे पुदीने वाले आलू रेसिपी - tangy mint potatoes (recipe in hindi),Vegetarian,"5 आलू - उबले हुए,1/4 कप पुदीना,1/2 कप हरा धनिया,2 हरी मिर्च,1-1/2 छोटा चमच्च अमचूर पाउडर,1 छोटा चमच्च लाल मिर्च पाउडर,1/3 छोटा चमच्च हल्दी पाउडर,नमक - स्वाद अनुसार,1 छोटा चमच्च जीरा,घी - या तेल (प्रयोग अनुसार)"
manathakkali kootu recipe,Diabetic Friendly,"1/2 cup Yellow Moong Dal (Split),1 Onion - finely chopped,1 Tomato - finely chopped,200 grams Manathakkali Keerai - roughly chopped,4 cloves Garlic,1/2 teaspoon Turmeric powder (Haldi),1/4 teaspoon Red Chilli powder,Salt - to taste,1 teaspoons Sesame (Gingelly) Oil,1 teaspoon White Urad Dal (Split),1/2 teaspoon Mustard seeds,1 Dry Red Chilli,1/4 teaspoon Asafoetida (hing)"
पैन फ्राइड एवोकाडो कोफ्ता रेसिपी - pan fried avocado kofta (recipe in hindi),Vegetarian,"1 एवोकाडो - पका हुआ,1 गाजर - कस ले,सूजी - या ब्रेडक्रम्ब,1 बड़ा चमच्च चावल का आटा - प्रयोग अनुसार,1 प्याज - बारीक काट ले,3 बड़े चमच्च हरा धनिया - काट ले,2 हरी मिर्च - काट ले,1 छोटा चमच्च अदरक - कस ले,1 छोटा चमच्च लहसुन - कस ले,1 छोटा चमच्च इमली का पानी - या निम्बू का रस,2 बड़े चमच्च तेल,2 छोटे चमच्च गरम मसाला पाउडर,1 छोटा चमच्च धनिया पाउडर,1/2 छोटा चमच्च जीरा पाउडर,1 छोटा चमच्च लाल मिर्च पाउडर,1/2 छोटा चमच्च काली मिर्च पाउडर,1/2 छोटा चमच्च हल्दी पाउडर,नमक - स्वाद अनुसार"
बाजरा मटर की खिचड़ी रेसिपी - bajra matar ki khichdi (recipe in hindi),Gluten Free,"1 कप बाजरे का आटा,1/2 कप पिली मूंग दाल,1 बड़ा चमच्च तेल,1/2 छोटा चमच्च राइ,1/2 छोटा चमच्च जीरा,1/4 छोटा चमच्च हींग,1 प्याज - बारीक काट ले,1 टमाटर - बारीक काट ले,1 आलू - काट ले,1 गाजर - काट ले,1/4 कप हरे मटर,1 छोटा चमच्च लाल मिर्च पाउडर,1 छोटा चमच्च अदरक लहसुन का पेस्ट,1 छोटा चमच्च धनिया पाउडर,1/2 छोटा चमच्च गरम मसाला पाउडर,1 छोटा चमच्च हल्दी पाउडर,1/2 छोटा चमच्च नमक,2 बड़े चमच्च हरा धनिया - बारीक काट ले,1 बड़ा चमच्च निम्बू का रस"
paleo balsamic mushrooms recipe,Vegetarian,"1 cup Button mushrooms,3 tablespoon Butter,1 Onion - finely chopped,3 cloves Garlic - finely chopped,1-1/2 tablespoons Balsamic Vinegar - (Organic),1/2 teaspoon Salt,1/2 teaspoon Whole Black Peppercorns - freshly ground,Spring Onion Greens - for garnish"
apple and raisin chutney recipe,Vegetarian,"3-4 Apples - peeled,4 Onions - peeled and finely chopped,1 Lemon - juiced,2 tablespoons Vinegar,1/2 cup Raisins,Salt - to taste,1/2 cup Sugar - to taste,1 teaspoon Cinnamon Powder (Dalchini),1 teaspoon Sunflower Oil"
paneer gassi recipe,High Protein Vegetarian,"1 Onion - roughly chopped,10 cloves Garlic,12 Byadagi Dried Chillies - or you can use 6 to 8 kashmiri chillies and 6 small red chillies),1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Cumin seeds (Jeera),1/4 teaspoon Methi Seeds (Fenugreek Seeds),15 Whole Black Peppercorns,Tamarind - lemon sized,1 cup Fresh coconut - grated,1 tablespoon Ghee,500 grams Paneer (Homemade Cottage Cheese) - cut into cubes,1 Onion - finely sliced,Salt - to taste,1/2 teaspoon Turmeric powder (Haldi),1 cup Coconut milk - thick,1 cup Coconut milk - thin,1 tablespoon Ghee,1 inch Cinnamon Stick (Dalchini),3 Cloves (Laung),2 Cardamom (Elaichi) Pods/Seeds,2 Curry leaves"
chow chow thakkali kootu recipe - chayote squash in dal coconut curry,Vegetarian,"2 Chow chow (chayote squash) - peeled,1/2 cup Yellow Moong Dal (Split) - washed,2 Tomatoes - roughly chopped,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Mustard seeds,1 Dry Red Chillies,1/2 teaspoon Asafoetida (hing),1 sprig Curry leaves,2 teaspoons Sunflower Oil,Salt - to taste,1/4 cup Fresh coconut - grated,2 Dry Red Chillies,1 teaspoon Cumin seeds (Jeera),1 teaspoon Whole Black Peppercorns"
andhra style pachi pulusu recipe -raw tamarind rasam,Vegetarian,"2 cups Tamarind Water,1 Onions - sliced,2 Green Chilli - smoked,1 sprig Coriander (Dhania) Leaves,1 teaspoon Jaggery,Salt - to taste,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 sprig Curry leaves,1 pinch Asafoetida (hing),2 Dry Red Chilli,4 cloves Garlic - crushed,Sunflower Oil"
अजवाइन पूरी रेसिपी - ajwain puri (recipe in hindi),Vegetarian,"250 ग्राम गेहूं का आटा,1 छोटा चमच्च अजवाइन,1 छोटा चमच्च हल्दी पाउडर,नमक - स्वाद अनुसार,तेल"
arbi gosht masala recipe - mutton arbi curry in electric pressure cooker,Non Vegeterian,"300 grams Mutton,6 Colocasia root (Arbi) - peeled,1 inch Cinnamon Stick (Dalchini),10 Black pepper corns,2 Cloves (Laung),2 Black cardamom (Badi Elaichi),1 Onion - finely chopped,1 inch Ginger - finely chopped,6 cloves Garlic - paste or finely chopped,2 Green Chillies - slit,3 Tomatoes - pureed,2 teaspoons Red Chilli powder,2 teaspoons Coriander Powder (Dhania),1 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,Coriander (Dhania) Leaves - a small buch chopped,2 tablespoons Mustard oil,Salt - to taste"
mexican style red chicken chilaquiles recipe,Non Vegeterian,"2 Tortillas,2 tablespoons Cheese,150 grams Chicken breasts,1 sprig Dried Thyme Leaves,1 Onion - chopped,2 cloves Garlic - Chopped,5 Tomatoes - chopped,2 Onion - chopped,6 cloves Garlic - chopped,2 tablespoons Tomato Ketchup,2 teaspoons Red Chilli powder,3 teaspoons Dried oregano,2 teaspoons Dried Thyme Leaves,1 teaspoon Sugar,Salt - to taste"
kala chana amti recipe - maharashtrian black chickpea curry,High Protein Vegetarian,"1 cup Kala Chana (Brown Chickpeas) - boiled,1 Onion - finely chopped,1 Tomato - finely chopped,1 tablespoon Ginger Garlic Paste,1 teaspoon Cumin powder (Jeera),1/2 teaspoon Black pepper powder,1/2 teaspoon Cardamom Powder (Elaichi),1 teaspoon Tamarind Paste,1 teaspoon Mustard seeds,1 sprig Curry leaves,1 pinch Asafoetida (hing),4 sprig Coriander (Dhania) Leaves - finely chopped for garnish,1 tablespoon Sunflower Oil,Salt - to taste,5 Dry Red Chillies,4 Cloves (Laung),1 Cinnamon Stick (Dalchini),1 Star anise,2 teaspoon Coriander (Dhania) Seeds,1 teaspoon Fennel seeds (Saunf),1 teaspoon Poppy seeds,1/2 teaspoon Cumin seeds (Jeera),1 tablespoon Dry coconut (kopra) - grated"
"fig, ricotta and honey salad recipe with pine nuts",Vegetarian,"6 - 8 Fresh Figs - cut into quarters,2 tablespoon Ricotta Cheese - or any other soft cheese,1 tablespoon Honey,1 teaspoon Extra Virgin Olive Oil,2 tablespoon Walnuts - or pine nuts,Salt and Pepper - to taste"
homemade whole wheat crepes recipe,Vegetarian,"1 cup Whole Wheat Flour,1 teaspoon Sugar,1 cup Milk,1 pinch Salt,2 Whole Eggs"
creamy cinnamon peach milkshake recipe with chia seeds,Vegetarian,"5 Peaches - deseeded and sliced,2 tablespoons Sugar,1 tablespoon Honey,1/4 teaspoon Cinnamon Powder (Dalchini),3/4 cup Vanilla Ice cream,3/4 cup Milk,1 tablespoon Chia Seeds"
vanilla dutch baby pancake recipe,Vegetarian,"1/2 cup All Purpose Flour (Maida),3/4 cup Milk,1/2 tablespoon Vanilla Extract,2 Whole Eggs - lightly whisked,1/4 cup Caster Sugar,1/4 teaspoon Salt,3 tablespoons Butter (unsalted)"
sindhi kadhi recipe,High Protein Vegetarian,"1 cup Arhar dal (Split Toor Dal),1 Tomato,1 cup Bhindi (Lady Finger/Okra) - slit lengthwise,2 tablespoons Sunflower Oil,1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Mustard seeds,2 Dry Red Chillies,10 Curry leaves,1 pinch Asafoetida (hing),2 tablespoons Gram flour (besan),1 teaspoon Red Chilli powder,1 tablespoon Tamarind Paste,1 teaspoon Turmeric powder (Haldi),1 tablespoon Jaggery - powdered,Salt - to taste"
fruit kebabs recipe,Vegetarian,"Strawberries,Red grapes,Cheese Cubes,Lemon juice - to taste,Ripe Bananas - chopped to cubes,Mango (Ripe) - chopped to cubes,Papaya - chopped to cubes,Watermelon - chopped to cubes,Kiwi - chopped to cubes,Fresh raspberries - or any other Berries of choice"
soft taco with mushroom and roasted bell pepper sauce recipe,Vegetarian,"1 cup Makki Ka Atta (Yellow Corn Meal Flour),1/2 cup All Purpose Flour (Maida),1 cup Button mushrooms - quartered,1 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli flakes,Salt - to taste,1 Red Bell pepper (Capsicum) - sliced,100 grams Cheese - grated,1 Green Bell Pepper (Capsicum) - chopped,4 cloves Garlic,5 Walnuts,1/2 cup Fresh cream,1 teaspoon Dried oregano,Salt - to taste"
roasted chicken curry recipe in spinach parmesan sauce,Non Vegeterian,"2 Chicken breasts,1 Onion - finely chopped,4 cloves Garlic - finely chopped,1 cup Spinach Leaves (Palak) - chopped,1-1/2 teaspoons Black pepper powder,1 teaspoon Dried oregano,1 teaspoon Red Chilli flakes,1/2 cup Cheese spread - 1/2 cup cheese spread,1/4 cup Parmesan cheese - 1/4 cup parmesan cheese,2 tablespoons Nutralite Cheesy Garlic Mayo,1/2 cup Milk - 1/2 cup milk,Salt - to taste,Nutralite Classic Spread"
